Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50
GCA_011100535.2	mCalJac1.2.pat	Callithrix jacchus					mCalJac1	male		2727469741	Chromosome	2021-04-28	JAALXR02	14602993	136971485
GCA_011100555.2	mCalJa1.2.pat.X	Callithrix jacchus					mCalJac1	male		2874864526	Chromosome	2021-04-28	JAALXP02	13222669	136971485
GCA_011100615.1	Macaca_fascicularis_6.0	Macaca fascicularis	Mauritian cynomolgus macaque				cy0333	male		2906138557	Chromosome	2020-03-10	JAANEP01	21344639	150377965
GCA_011100635.1	mTriVul1.pri	Trichosurus vulpecula					mTriVul1	male		3359330516	Chromosome	2020-03-10	JAANDE01	4314688	442560073
GCA_011100645.1	mTriVul1.alt	Trichosurus vulpecula					mTriVul1	male		2591928569	Scaffold	2020-03-09	JAANDF01	551016	551016
GCA_011100685.1	UU_Cfam_GSD_1.0	Canis lupus familiaris	German Shepherd				Mischka	female		2481983352	Chromosome	2020-03-10	JAAHUQ01	14840767	64299765
GCA_011170295.1	ASM1117029v1	Ovis aries	Hu sheep				Hu2020	male		2767816402	Chromosome	2020-03-11	JAAFGP01	8699377	103700880
GCA_011316645.1	ASM1131664v1	Cynomys gunnisoni				Colorado	LCS2019			2674371627	Scaffold	2020-03-16	WBRW01	687762	824613
GCA_011327655.1	ASM1132765v1	Canis lupus familiaris	Chihuahua long coat					male		2166401705	Scaffold	2020-03-16	RHDI01	9413	13574
GCA_011634725.1	ASM1163472v1	Canis lupus familiaris	Chihuahua long coat				chi-156	male		2117166830	Scaffold	2020-03-23	WIGL01	7673	9167
GCA_011680675.1	LBP_v1	Gymnobelideus leadbeateri					B50252	female		3469281398	Scaffold	2020-03-23	WOXC01	500778	502495
GCA_011750645.1	mArvNil1.mat	Arvicanthis niloticus					mArvNil1	male		2486141644	Scaffold	2020-03-25	JAAOME01	8920743	80178650
GCA_011751065.1	L.cinereus_Cryan_1219_p1.0	Aeorestes cinereus					Cryan_1219	female		2149060452	Scaffold	2020-03-25	JAAGEH01	120638	35075546
GCA_011751095.1	L.cinereus_Cryan_1219_p1.0	Aeorestes cinereus					Cryan_1219	female		2118430019	Scaffold	2020-03-25	JAAGEI01	120599	34115514
GCA_011751665.1	IMAU_Mmos_1.0	Moschus moschiferus					DES	female		2703124251	Scaffold	2020-03-25	JAAIGH01	72481	7528171
GCA_011754075.1	ASM1175407v1	Pontoporia blainvillei					BP203	male	Annotation submitted by Universidade do Vale do Itajai (UNIVALI)	2011747776	Scaffold	2020-03-25	PGGH01	5888	6929
GCA_011762505.1	mArvNil1.pat.X	Arvicanthis niloticus					mArvNil1	male		2496761438	Chromosome	2020-03-27	JAAOMG01	11143170	82689117
GCA_011762515.1	mTurTru1.pat	Tursiops truncatus					mTurTru1	male		2378995196	Scaffold	2020-03-25	JAAOMC01	12444576	87973674
GCA_011762535.1	mTurTru1.mat	Tursiops truncatus					mTurTru1	male		2385753970	Scaffold	2020-03-25	JAAOMB01	9995053	93918948
GCA_011762545.1	mArvNil1.pat	Arvicanthis niloticus					mArvNil1	male		2517706780	Scaffold	2020-03-25	JAAOMF01	11143170	79926082
GCA_011762595.1	mTurTru1.mat.Y	Tursiops truncatus					mTurTru1	male		2378505825	Chromosome	2020-03-27	JAAOMD01	9729386	108430135
GCA_011764305.2	ASM1176430v1.1	Mustela putorius furo					JIRA1106	male		2577090966	Contig	2020-03-27	JAADYL01	23598655	
GCA_011800105.1	ASM1180010v1	Rattus rattus				USA	CP-5999	male		2250262423	Chromosome	2020-04-01	JAALGF01	31539	145848398
GCA_011800145.1	KU_Mleo_1.0	Mirounga leonina					KUSES-001		Annotation submitted by Earth Biogenome Project	2417303335	Scaffold	2020-03-31	JAAMPH01	197952	54232831
GCA_011801095.1	ASM1180109v1	Homo sapiens					Coriell GM12878	female		2977278722	Scaffold	2020-03-31	WUUE01	74348	31462027
GCA_012045015.1	ASM1204501v1	Canis lupus familiaris	Labrador retriever					male		2393028134	Chromosome	2020-04-06		91753	64284575
GCA_012067775.1	HG00733.Unzip_primary	Homo sapiens					HG00733	female		2893496562	Contig	2020-04-06	JAAIXN01	27810504	
GCA_012067805.1	HG00733.phase1_contigs	Homo sapiens					HG00733	female		2894589963	Contig	2020-04-06	JAAIXQ01	26258291	
GCA_012067855.1	HG00733.phase0_contigs	Homo sapiens					HG00733	female		2894250340	Contig	2020-04-06	JAAIXP01	26292878	
GCA_012069665.1	cow.Unzip_primary	Bos indicus x Bos taurus	Angus x Brahman F1 hybrid					male		2735468733	Contig	2020-04-06	JAAIXR01	40459607	
GCA_012069685.1	mHomSap3.Unzip_haplotigs	Homo sapiens					mHomSap3	male		2338564213	Contig	2020-04-06	JAAIVS01	672119	
GCA_012069705.1	mHomSap3.Unzip_primary	Homo sapiens					mHomSap3	male		2879580733	Contig	2020-04-06	JAAIVR01	22436427	
GCA_012069725.1	mHomSap3.phase1_contigs	Homo sapiens					mHomSap3	male		2880348468	Contig	2020-04-06	JAAIVU01	22502524	
GCA_012069735.1	mHomSap3.phase0_contigs	Homo sapiens					mHomSap3	male		2880422361	Contig	2020-04-06	JAAIVT01	22453174	
GCA_012069745.1	HG00733.Unzip_haplotigs	Homo sapiens					HG00733	female		2432727060	Contig	2020-04-06	JAAIXO01	566770	
GCA_012070425.1	cow.Unzip_haplotigs	Bos indicus x Bos taurus	Angus x Brahman F1 hybrid					male		2386439937	Contig	2020-04-06	JAAIXS01	1222921	
GCA_012070445.1	cow.phase1_contigs	Bos indicus x Bos taurus	Angus x Brahman F1 hybrid					male		2737559693	Contig	2020-04-06	JAAIXU01	40473406	
GCA_012070465.1	cow.phase0_contigs	Bos indicus x Bos taurus	Angus x Brahman F1 hybrid					male		2737565914	Contig	2020-04-06	JAAIXT01	40480153	
GCA_012070475.1	cow.phase0_scaffolds	Bos indicus x Bos taurus	Angus x Brahman F1 hybrid					male		2737276543	Scaffold	2020-04-06	JAAIXV01	40473406	104899287
GCA_012070485.1	cow.phase1_scaffolds	Bos indicus x Bos taurus	Angus x Brahman F1 hybrid					male		2738050264	Scaffold	2020-04-06	JAAIXW01	40480153	104836537
GCA_012274545.1	DMR_v1.0_HiC	Fukomys damarensis					Sample0158	female		2334358650	Scaffold	2020-04-13	JAAHWF01	44756	62586000
GCA_012295265.1	UNSW_AlpineDingo_1.0	Canis lupus dingo				Alpine	COOINDA	female		2398209015	Chromosome	2020-04-15	JAASLC01	23108747	64752584
GCA_012295265.2	UNSW_AlpineDingo_1.0	Canis lupus dingo				Alpine	COOINDA	female		2398209015	Chromosome	2022-05-20	JAASLC01	23108747	64752584
GCA_012313985.1	BGI_AfriLion_1.1	Panthera leo	African Lion				BGI	female		2353845564	Contig	2020-04-15	JAAVKH01	23045	
GCA_012393455.1	Tufts_HGry_1.1	Halichoerus grypus				Northwest Atlantic	241Hg	male		2338243510	Scaffold	2020-04-16	JAAXOB01	1011981	1033864
GCA_012553465.1	Calico_wi38_1.0_alt	Homo sapiens					AG06814-N	female		2926579343	Scaffold	2020-04-20	JAAVWE01	26656121	93207590
GCA_012553475.1	Calico_wi38_1.0_pri	Homo sapiens					AG06814-N	female		2926257696	Scaffold	2020-04-20	JAAVWF01	26657620	93171642
GCA_012559485.3	MFA1912RKSv2	Macaca fascicularis					CE1976F			2800882497	Chromosome	2021-10-26	BLPH02	26251577	149803873
GCA_012583365.1	ASM1258336v1	Martes zibellina					GKM	male		2420676913	Scaffold	2020-04-20	RDFD01	62196	5199373
GCA_012922965.1	ASM1292296v1	Capreolus pygargus					NDHX00028	male		2607832873	Scaffold	2020-04-28	SNSB01	80310	6067221
GCA_012933705.1	mHomSap3.phase0_scaffolds	Homo sapiens					mHomSap3	male		2880555361	Scaffold	2020-04-30	JAAIVV01	21737748	161856283
GCA_012933715.1	mHomSap3.phase1_scaffolds	Homo sapiens					mHomSap3	male		2880307701	Scaffold	2020-04-30	JAAIVW01	21737748	161982749
GCA_013052645.1	Mhudiblu_PPA_v0	Pan paniscus					Mhudiblu (Carbone #601152)	female		3051884774	Chromosome	2020-05-15	SSBP01	16579680	68246502
GCA_013052645.3	Mhudiblu_PPA_v2	Pan paniscus					Mhudiblu (Carbone #601152)	female		3203531224	Chromosome	2021-03-18	SSBP03	15060308	53386619
GCA_013138085.1	Callithrix_jacchus_cj1700_chrY	Callithrix jacchus					SNPRC 17081; SNPRC 17065; SNPRC 17066	pooled male and female		8228174	Chromosome	2020-05-22		1424555	1424555
GCA_013239585.1	ASM1323958v1	Lama glama chaku					CD1-2017	female		2035800238	Scaffold	2020-06-02	PNXU01	111519	3269186
GCA_013239625.1	ASM1323962v1	Lama guanicoe cacsilensis					CD2-2017	male		2050533365	Scaffold	2020-06-02	PNXV01	343812	14786206
GCA_013265495.1	ASM1326549v1	Vicugna vicugna mensalis					CD3-2017	male		2026803740	Scaffold	2020-06-02	PNXW01	340839	6158010
GCA_013276365.1	UNSW_CanFamBas_1.0	Canis lupus familiaris	Basenji				UNSW-BAS-2019	female		2345029490	Chromosome	2020-06-11	JAAQRD01	37759230	64291023
GCA_013276365.2	UNSW_CanFamBas_1.2	Canis lupus familiaris	Basenji				UNSW-BAS-2019	female		2344986233	Chromosome	2021-02-23	JAAQRD02	37759230	64291023
GCA_013340865.1	ASM1334086v1	Felis catus					Senzu	female		2493141643	Contig	2020-06-03		21291731	
GCA_013364825.1	MSB_human_1b	Homo sapiens					EgyptRef1	male		2916451181	Scaffold	2020-06-22	JABMBY01	11075981	30078925
GCA_013364835.1	MSB_human_2	Homo sapiens					EgyptRef1	male		2837469643	Contig	2020-06-23	JABMBW01	25502944	
GCA_013364845.1	MSB_human_1a	Homo sapiens					EgyptRef1	male		2750796422	Contig	2020-06-23	JABMBX01	26733280	
GCA_013371645.1	OryCun3.0	Oryctolagus cuniculus cuniculus					A946	female		2780373160	Chromosome	2020-06-24	JABWOR01	1879078	140390130
GCA_013373975.1	CJA1912RKC	Callithrix jacchus					I2075			2809923229	Scaffold	2020-06-03	BLSI01	24828868	132271759
GCA_013391785.1	H_Gigas_1.0	Hydrodamalis gigas					HGIGA-B-2019			1239941981	Scaffold	2020-07-08	JACANZ01	1345	1430
GCA_013496395.1	ASM1349639v1	Giraffa tippelskirchi					OR1865	male		2490075762	Chromosome	2020-07-24	RAWU01	25031	160341600
GCA_013634535.1	ASM1363453v1	Diceros bicornis minor					SBR-YM	male	Annotation submitted by University of Venda	2331669150	Scaffold	2020-07-24	JACDTQ01	6035	28520426
GCA_014049915.1	MPI-CBG_DAmar_mPhyDis1.p_v1.0	Phyllostomus discolor					Bat1K_MPI-CBG_1	male	Annotation submitted by Bat1K	2094509835	Scaffold	2021-03-31	JABVXQ01	15508673	171075004
GCA_014060925.1	Heter_glaber.v1.7_hic_pac	Heterocephalus glaber					MEF-2018	pooled male and female		3041864219	Scaffold	2020-08-04	RPGA01	61523	94526472
GCA_014083845.1	HG02970_prelim_1.0	Homo sapiens					HG02970	female		2877205936	Contig	2020-08-06	JACJDE01	19834635	
GCA_014108235.1	mMyoMyo1.p	Myotis myotis					mMyoMyo1	female	Annotation submitted by Bat1K	2002780556	Scaffold	2020-08-13	JABWUV01	12511134	94448911
GCA_014108245.1	mPipKuh1.p	Pipistrellus kuhlii					mPipKuh1	male	Annotation submitted by Bat1K	1775688541	Scaffold	2020-08-13	JACAGB01	10591995	80237350
GCA_014108255.1	mRhiFer1.p	Rhinolophus ferrumequinum					mRhiFer1	female	Annotation submitted by Bat1K	2072544453	Scaffold	2020-08-13	JACAGC01	21749602	91996154
GCA_014108415.1	mMolMol1.p	Molossus molossus					mMolMol1	male	Annotation submitted by Bat1K	2315568481	Scaffold	2020-08-13	JACASF01	22174888	110665204
GCA_014176215.1	mRouAeg1.p	Rousettus aegyptiacus					mRouAeg1	male	Annotation submitted by Bat1K	1893602072	Scaffold	2020-08-13	JACASE01	21999313	113811795
GCA_014182915.2	ARS_UOA_Gaur_1.1	Bos gaurus					Gaur_Henry_Doorly_Zoo_5443	female		2717333235	Chromosome	2020-08-14	JACAOC01	13340585	104471907
GCA_014189135.1	NRM_Dsumatrensis_v1.fasta	Dicerorhinus sumatrensis harrissoni					Kertam	male		2442438657	Scaffold	2020-08-14	JABWHU01	70892	54482381
GCA_014189835.1	Capy_1.0	Hydrochoerus hydrochaeris								2482213986	Scaffold	2020-08-11	BIFG01	7186	7745
GCA_014332765.1	ASM1433276v1	Elephas maximus					Icky	female		3128770357	Scaffold	2020-08-28	JABTCH01	76227	2767252
GCA_014363405.1	P_pselaphon_scaffold_01	Pteropus pselaphon								1933220355	Scaffold	2020-08-23	BMBI01	394964	770409
GCA_014364545.1	U_thibetanus_scaffold_01	Ursus thibetanus japonicus								2211141772	Scaffold	2020-08-23	BMBK01	39753	117197
GCA_014441545.1	ROS_Cfam_1.0	Canis lupus familiaris	Labrador retriever				SID07034	male		2396858295	Chromosome	2020-09-03	JAAUVH01	12024593	64037277
GCA_014523465.1	CAU_Oori_1.0	Ovis orientalis		Amuf_v1				female		2652567896	Chromosome	2020-09-11	JACSDQ01	42163491	103690580
GCA_014533835.1	Woodchuck_1.0	Marmota monax				Northwest Wildlife	WC2-LM	male	Annotation submitted by Johns Hopkins University	2736966332	Contig	2020-09-15	WJEC01	1094236	
GCA_014570535.1	YNU_ManJav_2.0	Manis javanica					MJ74	female		2438961198	Scaffold	2020-09-15	VALM01	83964	13854118
GCA_014570555.1	YNU_ManPten_2.0	Manis pentadactyla					MP20			2399643910	Scaffold	2020-09-15	VBRX01	151937	7836868
GCA_014633375.1	OchPri4.0	Ochotona princeps					UAM:Mamm:113957	male		2231476247	Chromosome	2020-09-21	JACJUE01	42119	75838078
GCA_014726795.1	Odo_v1	Odocoileus virginianus				borealis	brownington 1	male		2520982601	Scaffold	2020-09-24	JAAVWD01	5999512	17102683
GCA_014754425.2	SCBI_Odam_1.1	Oryx dammah					SB20612	male		2707165964	Scaffold	2020-09-25	JABAEV01	374342	100398400
GCA_014824575.2	WHU_Shon_v2.1	Sturnira hondurensis				Veracruz	20B			2096623354	Scaffold	2020-09-30	VSFL01	2136421	10164808
GCA_014824575.3	ASM1482457v3	Sturnira hondurensis				Veracruz	20B			2096447770	Scaffold	2022-12-28	VSFL02	2136421	10164808
GCA_014825515.1	WHU_Ajam_v2	Artibeus jamaicensis					1a	female		2207601705	Scaffold	2020-09-30	VSFN01	374929	2589479
GCA_014849445.1	KIZ_CMon_1.0	Cercopithecus mona					YP180528-039			2902804697	Scaffold	2020-10-05	JABBCR01	22791723	22791723
GCA_014858485.1	Mmul10 segmental duplication	Macaca mulatta					AG07107	female		19774452	Scaffold	2020-10-05	JACWAW01	37399	37430
GCA_014885135.2	M_Fortis_MF-2015_v1.1	Microtus fortis					MF-2015	female		2189376753	Scaffold	2020-10-13	NMRL01	90683	9992017
GCA_014898055.1	MPIMG_talOcc4	Talpa occidentalis					TD23	male		2098003508	Scaffold	2020-10-19	RCFO01	2611711	119794413
GCA_014898765.1	PumYag	Puma yagouaroundi				Mexico		male		2473123098	Scaffold	2020-10-20	JACEOH01	100211	49273425
GCA_014898785.1	LSU_RangTar_1.0	Rangifer tarandus granti					KJH-003	male		2537205796	Scaffold	2020-10-21	JACGUM01	231342	9347320
GCA_014905855.1	ASM1490585v1	Homo sapiens								3085766330	Chromosome	2020-09-26		23601496	141953703
GCA_014926565.1	Klec_v1.0	Kobus leche leche					RL_v1.0	male		2771252237	Scaffold	2020-10-23	JACEGT01	66923	3233651
GCA_015021835.1	ponAbe.msY.makovalab.ver3	Pongo abelii					19910051_AG06213-MT	male		17362933	Scaffold	2020-10-26	JACXVN01	31186	773523
GCA_015021855.1	panPan.msY.makovalab.ver1	Pan paniscus					PR00251_MFS-MT	male		23434951	Scaffold	2020-10-26	JACXVM01	19539	32114
GCA_015021865.1	gorGor.msY.makovalab.ver3	Gorilla gorilla gorilla					KB3781	male		14294708	Scaffold	2020-10-26	JADBMG01	92417	95534
GCA_015074485.1	ASM1507448v1	Homo sapiens					VGHT-IPS06	male		2865086757	Scaffold	2020-10-29	JADDYT01	160427	43453508
GCA_015074505.1	ASM1507450v1	Homo sapiens					VGHT-IPS07	female		2846030234	Scaffold	2020-10-29	JADDYR01	171836	44432542
GCA_015074525.1	ASM1507452v1	Homo sapiens					VGHT-IPS07	female		2846052960	Scaffold	2020-10-29	JADDYS01	171620	44442630
GCA_015074545.1	ASM1507454v1	Homo sapiens					T2	female		2841287509	Scaffold	2020-10-29	JADDYV01	160613	40989367
GCA_015074565.1	ASM1507456v1	Homo sapiens					VGHT-IPS06	male		2864882525	Scaffold	2020-10-29	JADDYU01	160206	43456097
GCA_015074585.1	ASM1507458v1	Homo sapiens					T2	female		2841203071	Scaffold	2020-10-29	JADDYW01	160565	40995411
GCA_015074605.1	ASM1507460v1	Homo sapiens					A01-2-246550	female		2847582588	Scaffold	2020-10-29	JADDZC01	170547	45871962
GCA_015074625.1	ASM1507462v1	Homo sapiens					0427-ADD974-2	female		2845514562	Scaffold	2020-10-29	JADDYY01	144515	32066391
GCA_015074645.1	ASM1507464v1	Homo sapiens					A01-1-246549	male		2871704070	Scaffold	2020-10-29	JADDYZ01	167436	45409765
GCA_015074665.1	ASM1507466v1	Homo sapiens					0427-ADD974-2	female		2845868392	Scaffold	2020-10-29	JADDYX01	144529	32072354
GCA_015074685.1	ASM1507468v1	Homo sapiens					A01-1-246549	male		2871206767	Scaffold	2020-10-29	JADDZA01	167504	45406974
GCA_015074705.1	ASM1507470v1	Homo sapiens					ADD948	male		2868446365	Scaffold	2020-10-29	JADDZE01	153813	44253185
GCA_015074715.1	ASM1507471v1	Homo sapiens					ADD948	male		2868781657	Scaffold	2020-10-29	JADDZD01	153782	44247146
GCA_015074745.1	ASM1507474v1	Homo sapiens					A01-2-246550	female		2847812253	Scaffold	2020-10-29	JADDZB01	170808	45853699
GCA_015074765.1	ASM1507476v1	Homo sapiens					ADD950	male		2860019471	Scaffold	2020-10-29	JADDZF01	153047	31061124
GCA_015074965.1	ASM1507496v1	Homo sapiens					ADD952	female		2844843946	Scaffold	2020-10-29	JADDZI01	162892	45373987
GCA_015074985.1	ASM1507498v1	Homo sapiens					ADD950	male		2859572134	Scaffold	2020-10-29	JADDZG01	153134	31052658
GCA_015075025.1	ASM1507502v1	Homo sapiens					ADD979	female		2838986242	Scaffold	2020-10-29	JADDZJ01	161283	38555253
GCA_015075045.1	ASM1507504v1	Homo sapiens					FB001	female		2853747179	Scaffold	2020-10-29	JADDZL01	157694	42036344
GCA_015075085.1	ASM1507508v1	Homo sapiens					ADD979	female		2838967863	Scaffold	2020-10-29	JADDZK01	161226	38561442
GCA_015075605.1	ASM1507560v1	Homo sapiens					ADD952	female		2845005022	Scaffold	2020-10-29	JADDZH01	163214	45376306
GCA_015075805.1	ASM1507580v1	Homo sapiens					FB002	male		2876616213	Scaffold	2020-10-29	JADDZN01	149250	38268232
GCA_015075825.1	ASM1507582v1	Homo sapiens					FB005	male		2867685547	Scaffold	2020-10-29	JADDZP01	153629	39695717
GCA_015075845.1	ASM1507584v1	Homo sapiens					FB001	female		2853298952	Scaffold	2020-10-29	JADDZM01	157396	42051459
GCA_015075865.1	ASM1507586v1	Homo sapiens					FB002	male		2876279958	Scaffold	2020-10-29	JADDZO01	149003	38171256
GCA_015075875.1	ASM1507587v1	Homo sapiens					FB005	male		2867529950	Scaffold	2020-10-29	JADDZQ01	153498	39708170
GCA_015075905.1	ASM1507590v1	Homo sapiens					FB006	female		2849355873	Scaffold	2020-10-29	JADDZS01	155655	48571026
GCA_015075925.1	ASM1507592v1	Homo sapiens					FB007-1	male		2870451865	Scaffold	2020-10-29	JADDZT01	152868	45525811
GCA_015075945.1	ASM1507594v1	Homo sapiens					FB011	female		2839953538	Scaffold	2020-10-29	JADDZZ01	160964	38030389
GCA_015075955.1	ASM1507595v1	Homo sapiens					FB008	female		2844497661	Scaffold	2020-10-29	JADDZW01	185364	29086062
GCA_015075985.1	ASM1507598v1	Homo sapiens					FB007-1	male		2870422661	Scaffold	2020-10-29	JADDZU01	152479	45077929
GCA_015076005.1	ASM1507600v1	Homo sapiens					FB008	female		2844629398	Scaffold	2020-10-29	JADDZV01	184820	29079762
GCA_015076025.1	ASM1507602v1	Homo sapiens					FB009	female		2885678326	Scaffold	2020-10-29	JADDZX01	169733	41990822
GCA_015076045.1	ASM1507604v1	Homo sapiens					FB009	female		2885458630	Scaffold	2020-10-29	JADDZY01	169589	41965106
GCA_015076065.1	ASM1507606v1	Homo sapiens					FB011	female		2839653926	Scaffold	2020-10-29	JADEAA01	160980	38038636
GCA_015076085.1	ASM1507608v1	Homo sapiens					FB012	female		2844131874	Scaffold	2020-10-29	JADEAB01	157538	39751565
GCA_015076105.1	ASM1507610v1	Homo sapiens					LLD0010C	male		2866005995	Scaffold	2020-10-29	JADEAF01	153008	44800067
GCA_015076125.1	ASM1507612v1	Homo sapiens					LLD0010C	male		2865358032	Scaffold	2020-10-29	JADEAG01	152872	44794683
GCA_015076135.1	ASM1507613v1	Homo sapiens					LLD0004C	male		2861649847	Scaffold	2020-10-29	JADEAE01	158802	37043409
GCA_015076165.1	ASM1507616v1	Homo sapiens					LLD0004C	male		2862390335	Scaffold	2020-10-29	JADEAD01	159020	37047859
GCA_015076185.1	ASM1507618v1	Homo sapiens					LLD0011C	male		2869640013	Scaffold	2020-10-29	JADEAH01	150443	37985945
GCA_015076205.1	ASM1507620v1	Homo sapiens					FB012	female		2843898809	Scaffold	2020-10-29	JADEAC01	157115	39749222
GCA_015076225.1	ASM1507622v1	Homo sapiens					LLD0012C-2	male		2860454211	Scaffold	2020-10-29	JADEAJ01	156256	38580452
GCA_015076245.1	ASM1507624v1	Homo sapiens					LLD0011C	male		2869535128	Scaffold	2020-10-29	JADEAI01	150083	37981732
GCA_015078775.1	ASM1507877v1	Homo sapiens					LLD0017C-1	female		2846041879	Scaffold	2020-10-29	JADEAP01	154794	45659111
GCA_015078795.1	ASM1507879v1	Homo sapiens					LLD0013C-2	male		2871164105	Scaffold	2020-10-29	JADEAM01	146811	42326889
GCA_015078815.1	ASM1507881v1	Homo sapiens					LLD0015C-2	male		2885793079	Scaffold	2020-10-29	JADEAN01	153334	39722790
GCA_015078835.1	ASM1507883v1	Homo sapiens					LLD0015C-2	male		2885027470	Scaffold	2020-10-29	JADEAO01	153128	39719930
GCA_015078855.1	ASM1507885v1	Homo sapiens					LLD0013C-2	male		2871821614	Scaffold	2020-10-29	JADEAL01	147189	42318255
GCA_015078955.1	ASM1507895v1	Homo sapiens					LLD0012C-2	male		2859371528	Scaffold	2020-10-29	JADEAK01	156190	38579420
GCA_015081215.1	ASM1508121v1	Homo sapiens					LLD0018C-2	male		2863427712	Scaffold	2020-10-29	JADEAS01	158512	39649392
GCA_015081235.1	ASM1508123v1	Homo sapiens					LLD0017C-1	female		2845559855	Scaffold	2020-10-29	JADEAQ01	155025	45642788
GCA_015081335.1	ASM1508133v1	Homo sapiens					LLD0018C-2	male		2864284085	Scaffold	2020-10-29	JADEAR01	159145	39658966
GCA_015086715.1	ASM1508671v1	Homo sapiens					LLD0024C	male		2872428710	Scaffold	2020-10-29	JADEAY01	160289	42178816
GCA_015086735.1	ASM1508673v1	Homo sapiens					LLD0024C	male		2872835849	Scaffold	2020-10-29	JADEAX01	160560	42186617
GCA_015086755.1	ASM1508675v1	Homo sapiens					LLD0021C	male		2869097182	Scaffold	2020-10-29	JADEAU01	155575	45717883
GCA_015086795.1	ASM1508679v1	Homo sapiens					LLD0022C	female		2855706106	Scaffold	2020-10-29	JADEAV01	164370	48728038
GCA_015086825.1	ASM1508682v1	Homo sapiens					LLD0021C	male		2869922270	Scaffold	2020-10-29	JADEAT01	155408	45701333
GCA_015089475.1	ASM1508947v1	Homo sapiens					LLD0026C	female		2838968581	Scaffold	2020-10-29	JADEBA01	149935	28374085
GCA_015089495.1	ASM1508949v1	Homo sapiens					LLD0026C	female		2839266711	Scaffold	2020-10-29	JADEAZ01	150263	28382888
GCA_015089695.1	ASM1508969v1	Homo sapiens					LLD0028C	female		2844712887	Scaffold	2020-10-29	JADEBB01	159076	43897344
GCA_015093255.1	ASM1509325v1	Homo sapiens					LLD0029C	male		2872422549	Scaffold	2020-10-29	JADEBD01	170500	27174398
